Order_ID,Customer_ID,Product_ID,Supplier_ID,Warehouse_ID,Order_Date,Ship_Date,Promised_Delivery_Date,Actual_Delivery_Date,Ship_Mode,Carrier,Order_Quantity,Shipped_Quantity,Unit_Price,Unit_Cost,Revenue,COGS,Shipping_Cost,Processing_Days,Transit_Days,Delay_Days,Delivery_Status,Fill_Rate_Pct
ORD103416,CUST00386,PRD1051,SUP007,WH19,2023-06-14,2023-07-04,2023-06-28,2023-07-14,Rail,Indian Railways Freight,3,3,127.43,88.87,382.29,266.61,4.21,20,10,16,Delayed,100
ORD103417,CUST00267,PRD1001,SUP032,WH14,2024-05-14,2024-06-01,2024-05-21,2024-06-03,Air,FedEx,91,58,1184.48,692.28,107787.68,62997.48,256.66,18,2,13,Delayed,64
ORD103418,CUST00640,PRD1014,SUP019,WH05,2024-04-03,2024-04-05,2024-04-10,2024-04-08,Air,UPS Air,4,4,161.64,100.86,646.56,403.44,13.4,2,3,0,On-Time,100
ORD103419,CUST00333,PRD1045,SUP022,WH13,2024-06-12,2024-06-19,2024-06-26,2024-06-21,Road,Schenker,1,0,159.12,109.07,159.12,109.07,1.74,7,2,0,On-Time,94.2
ORD103420,CUST00391,PRD1028,SUP032,WH04,2024-03-30,2024-04-23,2024-04-13,2024-05-03,Rail,DB Cargo,378,378,93.38,53.26,35297.64,20132.28,492.54,24,10,20,Delayed,100
ORD103421,CUST00838,PRD1036,SUP024,WH15,2024-04-17,2024-04-26,2024-05-01,2024-05-06,Rail,Indian Railways Freight,7,7,46.61,27.97,326.27,195.79,9.75,9,10,5,Delayed,100
ORD103422,CUST00459,PRD1072,SUP019,WH03,2024-06-23,2024-06-27,2024-06-30,2024-06-29,Air,DHL,240,240,17.2,12.09,4128,2901.6,705.09,4,2,0,On-Time,100
ORD103423,CUST00346,PRD1071,SUP025,WH06,2023-04-14,2023-04-15,2023-04-28,2023-04-25,Road,XPO Logistics,48,48,86.73,52.61,4163.04,2525.28,62.1,1,10,0,On-Time,100
ORD103424,CUST00518,PRD1005,SUP005,WH11,2024-01-10,2024-01-15,2024-01-24,2024-01-25,Road,BlueDart,5,5,2054.12,1224.11,10270.6,6120.55,6.95,5,10,1,Slightly Delayed,100
ORD103425,CUST00268,PRD1011,SUP029,WH07,2023-08-03,2023-08-05,2023-08-17,2023-08-14,Road,BlueDart,1,1,161.02,98.37,161.02,98.37,1.28,2,9,0,On-Time,100
ORD103426,CUST00646,PRD1067,SUP027,WH09,2023-12-06,2023-12-11,2024-01-10,2023-12-30,Sea,Maersk,70,70,475.72,279.68,33300.4,19577.6,53.65,5,19,0,On-Time,100
ORD103427,CUST00695,PRD1061,SUP018,WH09,2023-07-24,2023-07-28,2023-07-26,2023-07-29,Same-day,Dunzo Express,8,8,127.91,79.95,1023.28,639.6,41.07,4,1,3,Slightly Delayed,100
ORD103428,CUST00365,PRD1061,SUP018,WH08,2024-03-01,2024-03-03,2024-03-15,2024-03-12,Road,XPO Logistics,5,5,127.91,79.95,639.55,399.75,7.04,2,9,0,On-Time,100
ORD103429,CUST00172,PRD1086,SUP010,WH03,2023-09-26,2023-09-27,2023-10-10,2023-10-05,Road,BlueDart,57,44,12.75,9.37,726.75,534.09,74.63,1,8,0,On-Time,78.1
ORD103430,CUST00282,PRD1037,SUP029,WH20,2023-03-01,2023-03-04,2023-03-15,2023-03-08,Road,XPO Logistics,352,263,43.06,24.09,15157.12,8479.68,557.42,3,4,0,On-Time,74.9
ORD103431,CUST00131,PRD1064,SUP007,WH10,2024-11-12,2024-11-18,2024-12-17,2024-12-04,Sea,CMA CGM,483,483,91.59,56.02,44237.97,27057.66,318.43,6,16,0,On-Time,100
ORD103432,CUST00299,PRD1080,SUP006,WH07,2024-05-04,2024-05-13,2024-05-18,2024-05-20,Rail,Indian Railways Freight,7,7,11.17,7.65,78.19,53.55,10.01,9,7,2,Slightly Delayed,100
ORD103433,CUST01038,PRD1027,SUP006,WH13,2023-10-16,2023-10-18,2023-10-30,2023-10-26,Road,Schenker,4,4,29.8,18.71,119.2,74.84,6.74,2,8,0,On-Time,100
ORD103434,CUST00464,PRD1007,SUP030,WH13,2023-10-26,2023-10-29,2023-11-02,2023-11-01,Air,DHL,30,30,1423.29,1015.08,42698.7,30452.4,87.48,3,3,0,On-Time,100
ORD103435,CUST00232,PRD1079,SUP032,WH09,2024-12-09,2024-12-12,2024-12-16,2024-12-13,Air,FedEx,66,56,3.59,2.37,236.94,156.42,234.15,3,1,0,On-Time,85.8
ORD103436,CUST00471,PRD1072,SUP019,WH11,2023-10-05,2023-10-14,2023-10-12,2023-10-17,Air,DHL,128,128,17.2,12.09,2201.6,1547.52,535.28,9,3,5,Delayed,100
ORD103437,CUST00431,PRD1063,SUP029,WH18,2024-06-18,2024-06-24,2024-07-02,2024-06-30,Road,BlueDart,3,3,41.6,23.72,124.8,71.16,5.1,6,6,0,On-Time,100
ORD103438,CUST00496,PRD1057,SUP007,WH20,2023-02-27,2023-02-28,2023-03-06,2023-03-02,Air,FedEx,3,3,149.05,105.57,447.15,316.71,12.56,1,2,0,On-Time,100
ORD103439,CUST00081,PRD1016,SUP003,WH19,2024-01-17,2024-01-24,2024-01-24,2024-01-26,Air,UPS Air,8,8,26.05,16.89,208.4,135.12,30.01,7,2,2,Slightly Delayed,100
ORD103440,CUST00833,PRD1013,SUP011,WH20,2024-01-13,2024-01-21,2024-01-27,2024-01-24,Road,XPO Logistics,2,1,82.83,49.57,165.66,99.14,3.37,8,3,0,On-Time,74.3
ORD103441,CUST00182,PRD1080,SUP001,WH07,2023-12-11,2023-12-16,2023-12-25,2023-12-25,Road,XPO Logistics,256,256,11.17,7.65,2859.52,1958.4,407.06,5,9,0,On-Time,100
ORD103442,CUST00316,PRD1090,SUP020,WH04,2023-07-04,2023-07-06,2023-07-18,2023-07-09,Road,Schenker,3,3,45.29,25.62,135.87,76.86,5.3,2,3,0,On-Time,100
ORD103443,CUST00346,PRD1070,SUP025,WH04,2024-10-12,2024-10-25,2024-10-26,2024-10-31,Road,Schenker,81,81,122.52,90.48,9924.12,7328.88,126.94,13,6,5,Delayed,100
ORD103444,CUST00057,PRD1024,SUP008,WH09,2024-04-30,2024-05-04,2024-05-14,2024-05-09,Road,Schenker,51,51,992.05,578.91,50594.55,29524.41,88.76,4,5,0,On-Time,100
ORD103445,CUST00282,PRD1036,SUP024,WH20,2023-05-29,2023-05-31,2023-06-12,2023-06-09,Rail,Indian Railways Freight,405,405,46.61,27.97,18877.05,11327.85,581.02,2,9,0,On-Time,100
ORD103446,CUST00649,PRD1032,SUP017,WH20,2023-07-15,2023-07-16,2023-07-29,2023-07-22,Road,BlueDart,69,69,31.93,20.21,2203.17,1394.49,100.22,1,6,0,On-Time,100
ORD103447,CUST00691,PRD1009,SUP008,WH01,2023-03-17,2023-03-23,2023-03-31,2023-03-31,Rail,DB Cargo,99,99,2110.5,1530.9,208939.5,151559.1,123.46,6,8,0,On-Time,100
ORD103448,CUST00729,PRD1086,SUP027,WH09,2023-05-05,2023-05-11,2023-05-12,2023-05-15,Air,FedEx,10,10,12.75,9.37,127.5,93.7,34.06,6,4,3,Slightly Delayed,100
ORD103449,CUST00135,PRD1085,SUP003,WH12,2023-03-29,2023-03-30,2023-04-12,2023-04-05,Road,XPO Logistics,282,212,9.31,5.56,2625.42,1567.92,479.33,1,6,0,On-Time,75.3
ORD103450,CUST00596,PRD1011,SUP022,WH14,2023-05-08,2023-05-10,2023-05-15,2023-05-13,Air,UPS Air,88,88,161.02,98.37,14169.76,8656.56,345.72,2,3,0,On-Time,100
ORD103451,CUST00903,PRD1040,SUP015,WH17,2024-11-04,2024-11-10,2024-11-11,2024-11-12,Air,DHL,4,4,35.11,25.69,140.44,102.76,13.31,6,2,1,Slightly Delayed,100
ORD103452,CUST00462,PRD1070,SUP025,WH16,2023-03-06,2023-03-08,2023-03-20,2023-03-13,Rail,DB Cargo,3,3,122.52,90.48,367.56,271.44,3.98,2,5,0,On-Time,100
ORD103453,CUST00962,PRD1011,SUP022,WH13,2023-04-17,2023-04-19,2023-05-01,2023-04-25,Road,Schenker,2,2,161.02,98.37,322.04,196.74,2.82,2,6,0,On-Time,100
ORD103454,CUST00314,PRD1043,SUP004,WH15,2023-08-26,2023-08-28,2023-09-30,2023-09-21,Sea,MSC,2,2,61.99,42.52,123.98,85.04,1.73,2,24,0,On-Time,100
ORD103455,CUST00611,PRD1075,SUP004,WH19,2024-04-06,2024-04-07,2024-04-20,2024-04-14,Road,Schenker,234,234,26.18,17.97,6126.12,4204.98,301.63,1,7,0,On-Time,100
ORD103456,CUST00222,PRD1073,SUP032,WH06,2024-01-31,2024-02-09,2024-02-14,2024-02-14,Road,BlueDart,5,5,36.35,21.88,181.75,109.4,6.11,9,5,0,On-Time,100
ORD103457,CUST00558,PRD1064,SUP007,WH15,2023-01-23,2023-01-27,2023-02-06,2023-02-11,Rail,DB Cargo,43,43,91.59,56.02,3938.37,2408.86,42.53,4,15,5,Delayed,100
ORD103458,CUST00805,PRD1045,SUP022,WH14,2023-11-19,2023-11-25,2023-11-21,2023-11-26,Same-day,Local Courier,29,29,159.12,109.07,4614.48,3163.03,121.27,6,1,5,Delayed,100
ORD103459,CUST00482,PRD1084,SUP016,WH19,2023-02-25,2023-03-01,2023-03-04,2023-03-03,Air,UPS Air,44,44,13.55,8.62,596.2,379.28,180.35,4,2,0,On-Time,100
ORD103460,CUST00452,PRD1027,SUP017,WH03,2023-09-22,2023-09-26,2023-09-29,2023-09-29,Air,FedEx,359,266,29.8,18.71,10698.2,6716.89,1410.98,4,3,0,On-Time,74.2
ORD103461,CUST00283,PRD1031,SUP031,WH05,2024-02-07,2024-02-10,2024-02-21,2024-02-15,Rail,DB Cargo,2,2,93.17,53.63,186.34,107.26,2.3,3,5,0,On-Time,100
ORD103462,CUST00735,PRD1051,SUP007,WH13,2024-01-30,2024-02-02,2024-03-05,2024-02-22,Sea,Maersk,31,31,127.43,88.87,3950.33,2754.97,29.13,3,20,0,On-Time,100
ORD103463,CUST00429,PRD1057,SUP003,WH20,2023-12-23,2023-12-27,2023-12-30,2023-12-28,Air,DHL,4,4,149.05,105.57,596.2,422.28,13.99,4,1,0,On-Time,100
ORD103464,CUST00372,PRD1004,SUP026,WH14,2024-10-21,2024-10-26,2024-11-04,2024-11-01,Road,XPO Logistics,62,62,1379.25,803.31,85513.5,49805.22,80.8,5,6,0,On-Time,100
ORD103465,CUST00214,PRD1021,SUP011,WH12,2024-02-02,2024-02-11,2024-02-04,2024-02-12,Same-day,Local Courier,1,1,15.38,9.1,15.38,9.1,5.99,9,1,8,Delayed,100
ORD103466,CUST00947,PRD1037,SUP029,WH05,2024-09-05,2024-09-09,2024-09-12,2024-09-12,Air,UPS Air,58,58,43.06,24.09,2497.48,1397.22,164.83,4,3,0,On-Time,100
ORD103467,CUST00079,PRD1081,SUP012,WH02,2023-10-06,2023-10-10,2023-10-13,2023-10-12,Air,UPS Air,1,1,22.49,14.73,22.49,14.73,3.85,4,2,0,On-Time,100
ORD103468,CUST00469,PRD1083,SUP016,WH04,2023-01-26,2023-01-27,2023-01-28,2023-01-28,Same-day,Dunzo Express,4,4,20.41,12.95,81.64,51.8,17.97,1,1,0,On-Time,100
ORD103469,CUST00649,PRD1009,SUP015,WH20,2024-10-31,2024-11-07,2024-11-07,2024-11-09,Air,DHL,83,58,2110.5,1530.9,175171.5,127064.7,289.23,7,2,2,Slightly Delayed,70.3
ORD103470,CUST00413,PRD1076,SUP004,WH02,2023-02-07,2023-02-17,2023-02-21,2023-02-24,Rail,DB Cargo,2,1,21.18,12.56,42.36,25.12,2.39,10,7,3,Slightly Delayed,97.7
ORD103471,CUST00576,PRD1009,SUP008,WH17,2024-03-09,2024-03-16,2024-03-16,2024-03-21,Air,FedEx,192,192,2110.5,1530.9,405216,293932.8,553.99,7,5,5,Delayed,100
ORD103472,CUST00281,PRD1021,SUP011,WH07,2023-10-28,2023-11-01,2023-12-02,2023-11-28,Sea,MSC,6,6,15.38,9.1,92.28,54.6,4.37,4,27,0,On-Time,100
ORD103473,CUST00506,PRD1054,SUP004,WH05,2023-08-27,2023-08-30,2023-09-10,2023-09-06,Road,Schenker,82,82,69.75,48.04,5719.5,3939.28,119.88,3,7,0,On-Time,100
ORD103474,CUST00780,PRD1089,SUP017,WH09,2023-06-15,2023-06-18,2023-07-20,2023-07-09,Sea,CMA CGM,2,2,57.43,37.87,114.86,75.74,1.69,3,21,0,On-Time,100
ORD103475,CUST00594,PRD1087,SUP021,WH05,2023-08-28,2023-09-07,2023-09-11,2023-09-22,Rail,DB Cargo,1,0,19.66,13.75,19.66,13.75,1,10,15,11,Delayed,67.2
ORD103476,CUST00067,PRD1007,SUP030,WH04,2024-08-22,2024-08-24,2024-09-05,2024-09-02,Road,XPO Logistics,90,90,1423.29,1015.08,128096.1,91357.2,132.95,2,9,0,On-Time,100
ORD103477,CUST00343,PRD1044,SUP003,WH20,2023-04-25,2023-05-05,2023-05-09,2023-05-14,Rail,Indian Railways Freight,40,40,85.45,54.42,3418,2176.8,51.52,10,9,5,Delayed,100
ORD103478,CUST00655,PRD1058,SUP013,WH18,2023-11-07,2023-11-12,2023-11-21,2023-11-19,Rail,DB Cargo,5,5,89.49,63.87,447.45,319.35,6.08,5,7,0,On-Time,100
ORD103479,CUST00667,PRD1091,SUP013,WH02,2024-07-27,2024-08-01,2024-08-10,2024-08-10,Road,Schenker,7,4,75.2,42.13,526.4,294.91,10.04,5,9,0,On-Time,70.9
ORD103480,CUST00660,PRD1084,SUP016,WH13,2024-05-05,2024-05-12,2024-05-12,2024-05-13,Air,UPS Air,8,8,13.55,8.62,108.4,68.96,31.32,7,1,1,Slightly Delayed,100
ORD103481,CUST00752,PRD1033,SUP016,WH09,2023-10-08,2023-10-14,2023-10-22,2023-10-19,Road,BlueDart,8,6,47.15,32.52,377.2,260.16,9.83,6,5,0,On-Time,77.6
ORD103482,CUST00599,PRD1049,SUP031,WH19,2023-01-07,2023-01-10,2023-01-21,2023-01-16,Rail,Indian Railways Freight,9,9,67.1,42.17,603.9,379.53,11.98,3,6,0,On-Time,100
ORD103483,CUST00625,PRD1061,SUP018,WH15,2024-04-18,2024-04-20,2024-05-02,2024-04-25,Rail,DB Cargo,25,25,127.91,79.95,3197.75,1998.75,35.49,2,5,0,On-Time,100
ORD103484,CUST00755,PRD1043,SUP004,WH20,2024-08-24,2024-08-26,2024-08-31,2024-08-30,Air,DHL,43,43,61.99,42.52,2665.57,1828.36,127.42,2,4,0,On-Time,100
ORD103485,CUST00719,PRD1051,SUP007,WH04,2024-12-11,2024-12-18,2024-12-25,2024-12-23,Road,BlueDart,1,0,127.43,88.87,127.43,88.87,1.73,7,5,0,On-Time,72.6
ORD103486,CUST00274,PRD1084,SUP016,WH03,2024-01-05,2024-01-21,2024-01-19,2024-01-29,Road,BlueDart,2,2,13.55,8.62,27.1,17.24,2.84,16,8,10,Delayed,100
ORD103487,CUST00415,PRD1030,SUP009,WH12,2024-12-13,2024-12-20,2024-12-27,2025-01-03,Rail,Indian Railways Freight,60,36,50.86,32.98,3051.6,1978.8,78.01,7,14,7,Delayed,61.5
ORD103488,CUST00444,PRD1074,SUP013,WH10,2023-05-10,2023-05-14,2023-06-14,2023-06-05,Sea,MSC,1,1,34.44,23.74,34.44,23.74,0.7,4,22,0,On-Time,100
ORD103489,CUST00778,PRD1022,SUP001,WH10,2023-02-19,2023-02-20,2023-02-26,2023-02-24,Air,FedEx,1,1,10.09,7.29,10.09,7.29,4.13,1,4,0,On-Time,100
ORD103490,CUST00096,PRD1041,SUP015,WH14,2024-08-22,2024-08-30,2024-08-29,2024-09-02,Air,FedEx,9,9,54.32,34.46,488.88,310.14,28,8,3,4,Delayed,100
ORD103491,CUST00639,PRD1032,SUP017,WH16,2024-10-03,2024-10-05,2024-10-10,2024-10-09,Air,FedEx,2,1,31.93,20.21,63.86,40.42,8.32,2,4,0,On-Time,88.6
ORD103492,CUST00575,PRD1000,SUP009,WH10,2024-06-08,2024-06-13,2024-06-15,2024-06-16,Air,UPS Air,4,4,1170.6,734.28,4682.4,2937.12,12.96,5,3,1,Slightly Delayed,100
ORD103493,CUST00739,PRD1038,SUP015,WH13,2024-08-09,2024-08-13,2024-08-16,2024-08-16,Air,UPS Air,9,6,78.67,53.76,708.03,483.84,34.56,4,3,0,On-Time,72.4
ORD103494,CUST00250,PRD1061,SUP018,WH10,2023-08-12,2023-08-14,2023-08-26,2023-08-24,Rail,DB Cargo,43,43,127.91,79.95,5500.13,3437.85,55.06,2,10,0,On-Time,100
ORD103495,CUST00881,PRD1067,SUP027,WH01,2024-04-22,2024-04-29,2024-04-29,2024-05-02,Air,UPS Air,62,39,475.72,279.68,29494.64,17340.16,192.57,7,3,3,Slightly Delayed,64.3
ORD103496,CUST00978,PRD1046,SUP016,WH03,2023-03-13,2023-03-15,2023-03-20,2023-03-19,Air,FedEx,2,2,73.67,43.52,147.34,87.04,6.35,2,4,0,On-Time,100
ORD103497,CUST00155,PRD1067,SUP002,WH04,2024-02-25,2024-03-05,2024-03-10,2024-03-11,Road,BlueDart,9,9,475.72,279.68,4281.48,2517.12,10.91,9,6,1,Slightly Delayed,100
ORD103498,CUST00587,PRD1050,SUP027,WH02,2024-01-29,2024-02-01,2024-02-12,2024-02-10,Rail,DB Cargo,13,13,117.58,68.13,1528.54,885.69,13.95,3,9,0,On-Time,100
ORD103499,CUST00469,PRD1052,SUP028,WH02,2024-10-04,2024-10-13,2024-10-18,2024-10-24,Road,Schenker,2,2,102.88,63.67,205.76,127.34,2.9,9,11,6,Delayed,100
ORD103500,CUST00435,PRD1024,SUP008,WH02,2024-08-28,2024-08-31,2024-09-04,2024-09-03,Air,DHL,4,4,992.05,578.91,3968.2,2315.64,15.13,3,3,0,On-Time,100
ORD103501,CUST00047,PRD1001,SUP032,WH14,2024-08-14,2024-08-17,2024-08-21,2024-08-20,Air,UPS Air,83,83,1184.48,692.28,98311.84,57459.24,323.43,3,3,0,On-Time,100
ORD103502,CUST00116,PRD1084,SUP016,WH20,2024-06-30,2024-07-12,2024-07-14,2024-07-19,Road,Schenker,61,61,13.55,8.62,826.55,525.82,95.93,12,7,5,Delayed,100
ORD103503,CUST00368,PRD1013,SUP016,WH07,2024-04-17,2024-04-23,2024-04-24,2024-04-26,Air,UPS Air,10,10,82.83,49.57,828.3,495.7,34.35,6,3,2,Slightly Delayed,100
ORD103504,CUST00271,PRD1021,SUP011,WH13,2024-09-21,2024-10-01,2024-09-28,2024-10-04,Air,DHL,3,3,15.38,9.1,46.14,27.3,10.69,10,3,6,Delayed,100
ORD103505,CUST00330,PRD1066,SUP028,WH14,2024-12-21,2025-01-15,2025-01-04,2025-01-21,Road,Schenker,2,1,439.6,250.67,879.2,501.34,3.29,25,6,17,Delayed,62.5
ORD103506,CUST00247,PRD1014,SUP001,WH11,2023-08-16,2023-08-18,2023-08-23,2023-08-21,Air,FedEx,7,7,161.64,100.86,1131.48,706.02,21.07,2,3,0,On-Time,100
ORD103507,CUST00615,PRD1077,SUP004,WH15,2024-07-29,2024-08-03,2024-07-31,2024-08-04,Same-day,Dunzo Express,93,93,7.97,4.6,741.21,427.8,384.21,5,1,4,Delayed,100
ORD103508,CUST00096,PRD1040,SUP015,WH17,2024-11-06,2024-11-07,2024-11-13,2024-11-10,Air,UPS Air,7,7,35.11,25.69,245.77,179.83,19.6,1,3,0,On-Time,100
ORD103509,CUST00919,PRD1021,SUP011,WH11,2024-09-16,2024-09-24,2024-09-30,2024-10-06,Rail,DB Cargo,55,55,15.38,9.1,845.9,500.5,69.44,8,12,6,Delayed,100
ORD103510,CUST00227,PRD1088,SUP021,WH09,2023-09-30,2023-10-04,2023-10-14,2023-10-06,Road,BlueDart,8,8,68.52,38.51,548.16,308.08,10.01,4,2,0,On-Time,100
ORD103511,CUST00340,PRD1052,SUP028,WH06,2024-02-11,2024-02-15,2024-02-25,2024-02-18,Road,Schenker,12,12,102.88,63.67,1234.56,764.04,19.18,4,3,0,On-Time,100
ORD103512,CUST00551,PRD1024,SUP008,WH20,2024-07-02,2024-07-03,2024-07-09,2024-07-06,Air,FedEx,10,10,992.05,578.91,9920.5,5789.1,35.89,1,3,0,On-Time,100
ORD103513,CUST00451,PRD1084,SUP016,WH19,2024-05-16,2024-05-21,2024-05-30,2024-06-06,Rail,DB Cargo,4,2,13.55,8.62,54.2,34.48,3.91,5,16,7,Delayed,66.8
ORD103514,CUST00356,PRD1073,SUP032,WH02,2024-05-15,2024-05-21,2024-05-17,2024-05-22,Same-day,Dunzo Express,84,84,36.35,21.88,3053.4,1837.92,417.97,6,1,5,Delayed,100
ORD103515,CUST00455,PRD1082,SUP005,WH15,2024-04-07,2024-04-10,2024-04-14,2024-04-11,Air,UPS Air,1,1,22.75,13.92,22.75,13.92,3.56,3,1,0,On-Time,100
ORD103516,CUST00504,PRD1061,SUP030,WH17,2023-01-13,2023-01-21,2023-01-27,2023-01-31,Rail,Indian Railways Freight,3,2,127.91,79.95,383.73,239.85,3.71,8,10,4,Delayed,68.4
ORD103517,CUST00616,PRD1050,SUP027,WH08,2024-03-17,2024-03-23,2024-04-21,2024-04-22,Sea,Maersk,3,3,117.58,68.13,352.74,204.39,2.76,6,30,1,Slightly Delayed,100
ORD103518,CUST00499,PRD1071,SUP014,WH17,2023-08-01,2023-08-04,2023-08-15,2023-08-09,Road,BlueDart,79,79,86.73,52.61,6851.67,4156.19,131.55,3,5,0,On-Time,100
ORD103519,CUST00695,PRD1050,SUP027,WH12,2024-06-04,2024-06-06,2024-06-18,2024-06-15,Road,Schenker,3,3,117.58,68.13,352.74,204.39,4.16,2,9,0,On-Time,100
ORD103520,CUST00423,PRD1081,SUP012,WH15,2023-08-17,2023-08-19,2023-08-31,2023-08-28,Road,BlueDart,15,10,22.49,14.73,337.35,220.95,18.89,2,9,0,On-Time,72.7
ORD103521,CUST00349,PRD1087,SUP021,WH02,2023-03-27,2023-03-29,2023-04-10,2023-04-06,Rail,Indian Railways Freight,4,4,19.66,13.75,78.64,55,5.71,2,8,0,On-Time,100
ORD103522,CUST00498,PRD1045,SUP022,WH14,2023-12-24,2023-12-26,2024-01-07,2023-12-31,Road,BlueDart,51,51,159.12,109.07,8115.12,5562.57,77.19,2,5,0,On-Time,100
ORD103523,CUST00507,PRD1000,SUP009,WH06,2023-01-24,2023-01-27,2023-02-07,2023-01-31,Road,BlueDart,328,328,1170.6,734.28,383956.8,240843.84,536.21,3,4,0,On-Time,100
ORD103524,CUST00456,PRD1086,SUP027,WH19,2023-06-14,2023-06-18,2023-06-28,2023-06-27,Road,Schenker,7,7,12.75,9.37,89.25,65.59,8.88,4,9,0,On-Time,100
ORD103525,CUST00753,PRD1026,SUP016,WH06,2023-06-10,2023-06-13,2023-06-24,2023-06-19,Road,XPO Logistics,6,6,25.29,17.64,151.74,105.84,8.58,3,6,0,On-Time,100
ORD103526,CUST00879,PRD1090,SUP006,WH03,2023-02-03,2023-02-04,2023-02-17,2023-02-11,Road,Schenker,205,205,45.29,25.62,9284.45,5252.1,300.3,1,7,0,On-Time,100
ORD103527,CUST00992,PRD1032,SUP017,WH14,2023-06-27,2023-06-29,2023-07-11,2023-07-11,Rail,DB Cargo,1,1,31.93,20.21,31.93,20.21,1.19,2,12,0,On-Time,100
ORD103528,CUST00217,PRD1001,SUP032,WH05,2023-09-04,2023-09-07,2023-10-09,2023-10-05,Sea,Maersk,3,3,1184.48,692.28,3553.44,2076.84,2.38,3,28,0,On-Time,100
ORD103529,CUST00491,PRD1067,SUP027,WH20,2023-07-14,2023-07-25,2023-07-21,2023-07-27,Air,UPS Air,3,2,475.72,279.68,1427.16,839.04,11.55,11,2,6,Delayed,68.9
ORD103530,CUST00688,PRD1081,SUP022,WH09,2023-07-29,2023-07-30,2023-07-31,2023-07-31,Same-day,Dunzo Express,5,5,22.49,14.73,112.45,73.65,24.93,1,1,0,On-Time,100
ORD103531,CUST00395,PRD1071,SUP025,WH06,2024-03-01,2024-03-05,2024-03-15,2024-03-18,Rail,DB Cargo,113,113,86.73,52.61,9800.49,5944.93,126.88,4,13,3,Slightly Delayed,100
ORD103532,CUST00565,PRD1054,SUP004,WH08,2024-04-27,2024-04-30,2024-05-11,2024-05-09,Road,BlueDart,41,41,69.75,48.04,2859.75,1969.64,49.31,3,9,0,On-Time,100
ORD103533,CUST00504,PRD1000,SUP009,WH14,2023-09-16,2023-09-17,2023-09-30,2023-09-22,Road,BlueDart,7,7,1170.6,734.28,8194.2,5139.96,9.56,1,5,0,On-Time,100
ORD103534,CUST00658,PRD1050,SUP027,WH18,2023-02-01,2023-02-12,2023-02-15,2023-02-18,Road,XPO Logistics,6,6,117.58,68.13,705.48,408.78,9.26,11,6,3,Slightly Delayed,100
ORD103535,CUST00631,PRD1012,SUP019,WH13,2024-05-16,2024-05-25,2024-05-30,2024-05-29,Rail,Indian Railways Freight,123,123,173.41,110.98,21329.43,13650.54,120.79,9,4,0,On-Time,100
ORD103536,CUST00326,PRD1052,SUP028,WH01,2023-01-04,2023-01-06,2023-01-18,2023-01-13,Road,XPO Logistics,2,2,102.88,63.67,205.76,127.34,2.91,2,7,0,On-Time,100
ORD103537,CUST00343,PRD1000,SUP009,WH20,2024-09-16,2024-09-20,2024-09-18,2024-09-21,Same-day,Dunzo Express,22,22,1170.6,734.28,25753.2,16154.16,97.34,4,1,3,Slightly Delayed,100
ORD103538,CUST00531,PRD1024,SUP008,WH07,2024-12-26,2024-12-29,2025-01-02,2024-12-31,Air,DHL,131,131,992.05,578.91,129958.55,75837.21,414.59,3,2,0,On-Time,100
ORD103539,CUST00667,PRD1089,SUP017,WH01,2024-07-19,2024-07-20,2024-08-02,2024-07-25,Road,XPO Logistics,9,9,57.43,37.87,516.87,340.83,13.54,1,5,0,On-Time,100
ORD103540,CUST01082,PRD1024,SUP008,WH08,2024-10-13,2024-10-19,2024-10-20,2024-10-22,Air,FedEx,6,5,992.05,578.91,5952.3,3473.46,20.25,6,3,2,Slightly Delayed,88
ORD103541,CUST00467,PRD1007,SUP020,WH07,2024-05-23,2024-05-31,2024-05-30,2024-06-01,Air,FedEx,6,6,1423.29,1015.08,8539.74,6090.48,23.27,8,1,2,Slightly Delayed,100
ORD103542,CUST00535,PRD1086,SUP027,WH08,2023-04-20,2023-04-28,2023-05-04,2023-05-05,Road,BlueDart,218,218,12.75,9.37,2779.5,2042.66,302.27,8,7,1,Slightly Delayed,100
ORD103543,CUST00224,PRD1041,SUP015,WH02,2023-07-05,2023-07-22,2023-07-19,2023-07-27,Rail,Indian Railways Freight,100,100,54.32,34.46,5432,3446,136.59,17,5,8,Delayed,100
ORD103544,CUST00299,PRD1068,SUP031,WH07,2023-03-26,2023-04-05,2023-04-09,2023-04-12,Rail,Indian Railways Freight,9,9,326.94,235.57,2942.46,2120.13,10.14,10,7,3,Slightly Delayed,100
ORD103545,CUST00801,PRD1030,SUP023,WH19,2024-06-30,2024-07-13,2024-07-14,2024-07-27,Rail,Indian Railways Freight,25,25,50.86,32.98,1271.5,824.5,25.27,13,14,13,Delayed,100
ORD103546,CUST00794,PRD1055,SUP020,WH16,2023-05-15,2023-05-18,2023-05-29,2023-05-27,Road,Schenker,38,38,77.18,54.03,2932.84,2053.14,53.27,3,9,0,On-Time,100
ORD103547,CUST00577,PRD1089,SUP017,WH03,2023-10-30,2023-11-02,2023-11-13,2023-11-11,Rail,DB Cargo,1,1,57.43,37.87,57.43,37.87,1.16,3,9,0,On-Time,100
ORD103548,CUST00122,PRD1045,SUP022,WH10,2024-03-31,2024-04-05,2024-04-14,2024-04-13,Road,Schenker,87,70,159.12,109.07,13843.44,9489.09,139.11,5,8,0,On-Time,81.3
