Product_ID,Warehouse_ID,Snapshot_Date,Stock_On_Hand,Reorder_Level,Safety_Stock,Units_Received,Units_Shipped,Days_Of_Supply,Stockout_Flag,Inventory_Value,Reorder_Status,Stock_Health,COGS_for_Product,Inventory_Turnover,Days_Inventory_On_Hand
PRD1021,WH04,2024-01-31,666,150,86,1,46,434.3,0,6060.6,OK,Healthy,70270.2,105.5108108,3.459361152
PRD1021,WH04,2024-02-29,424,150,86,129,203,62.7,0,3858.4,OK,Healthy,70270.2,165.7316038,2.202356049
PRD1021,WH04,2024-03-31,552,150,86,61,70,236.6,0,5023.2,OK,Healthy,70270.2,127.301087,2.867218252
PRD1021,WH04,2024-04-30,798,150,86,146,109,219.6,0,7261.8,OK,Healthy,70270.2,88.05789474,4.145000299
PRD1021,WH04,2024-05-31,801,150,86,163,0,999,0,7289.1,OK,Healthy,70270.2,87.72808989,4.160583007
PRD1021,WH04,2024-06-30,522,150,86,203,103,152,0,4750.2,OK,Healthy,70270.2,134.6172414,2.711391173
PRD1021,WH04,2024-07-31,647,150,86,160,168,115.5,0,5887.7,OK,Healthy,70270.2,108.6092736,3.360670668
PRD1021,WH04,2024-08-31,514,150,86,27,99,155.8,0,4677.4,OK,Healthy,70270.2,136.7124514,2.669837285
PRD1021,WH04,2024-09-30,554,150,86,191,70,237.4,0,5041.4,OK,Healthy,70270.2,126.8415162,2.877606724
PRD1021,WH04,2024-10-31,708,150,86,247,179,118.7,0,6442.8,OK,Healthy,70270.2,99.25169492,3.677519062
PRD1021,WH04,2024-11-30,421,150,86,141,54,233.9,0,3831.1,OK,Healthy,70270.2,166.9125891,2.186773341
PRD1021,WH04,2024-12-31,790,150,86,29,47,504.3,0,7189,OK,Healthy,70270.2,88.94962025,4.103446411
PRD1021,WH05,2024-01-31,1169,157,118,16,203,172.8,0,10637.9,OK,Healthy,70270.2,60.11137725,6.072061841
PRD1021,WH05,2024-02-29,799,157,118,260,38,630.8,0,7270.9,OK,Healthy,70270.2,87.94768461,4.150194535
PRD1021,WH05,2024-03-31,1129,157,118,88,163,207.8,0,10273.9,OK,Healthy,70270.2,62.24109832,5.864292403
PRD1021,WH05,2024-04-30,691,157,118,374,259,80,0,6288.1,OK,Healthy,70270.2,101.6934877,3.589217051
PRD1021,WH05,2024-05-31,1155,157,118,242,269,128.8,0,10510.5,OK,Healthy,70270.2,60.84,5.999342538
PRD1021,WH05,2024-06-30,831,157,118,57,329,75.8,0,7562.1,OK,Healthy,70270.2,84.56101083,4.316410086
PRD1021,WH05,2024-07-31,1213,157,118,322,43,846.3,0,11038.3,OK,Healthy,70270.2,57.93091509,6.300608224
PRD1021,WH05,2024-08-31,1067,157,118,344,31,1032.6,0,9709.7,OK,Healthy,70270.2,65.85773196,5.542249773
PRD1021,WH05,2024-09-30,667,157,118,407,66,303.2,0,6069.7,OK,Healthy,70270.2,105.3526237,3.464555388
PRD1021,WH05,2024-10-31,855,157,118,175,90,285,0,7780.5,OK,Healthy,70270.2,82.18736842,4.441071749
PRD1021,WH05,2024-11-30,994,157,118,250,21,994,0,9045.4,OK,Healthy,70270.2,70.6943662,5.163070548
PRD1021,WH05,2024-12-31,1050,157,118,218,326,96.6,0,9555,OK,Healthy,70270.2,66.924,5.453947762
PRD1021,WH02,2024-01-31,484,132,77,35,35,414.9,0,4404.4,OK,Healthy,70270.2,145.1863636,2.514010206
PRD1021,WH02,2024-02-29,693,132,77,99,9,693,0,6306.3,OK,Healthy,70270.2,101.4,3.599605523
PRD1021,WH02,2024-03-31,624,132,77,173,107,175,0,5678.4,OK,Healthy,70270.2,112.6125,3.241203241
PRD1021,WH02,2024-04-30,453,132,77,177,24,453,0,4122.3,OK,Healthy,70270.2,155.1218543,2.352988891
PRD1021,WH02,2024-05-31,677,132,77,73,187,108.6,0,6160.7,OK,Healthy,70270.2,103.7964549,3.516497747
PRD1021,WH02,2024-06-30,747,132,77,44,64,350.2,0,6797.7,OK,Healthy,70270.2,94.06987952,3.880094265
PRD1021,WH02,2024-07-31,538,132,77,80,140,115.3,0,4895.8,OK,Healthy,70270.2,130.6137546,2.794498948
PRD1021,WH02,2024-08-31,541,132,77,110,69,235.2,0,4923.1,OK,Healthy,70270.2,129.889464,2.810081656
PRD1021,WH02,2024-09-30,375,132,77,20,75,150,0,3412.5,OK,Healthy,70270.2,187.3872,1.947838486
PRD1021,WH02,2024-10-31,479,132,77,86,190,75.6,0,4358.9,OK,Healthy,70270.2,146.7018789,2.488039027
PRD1021,WH02,2024-11-30,447,132,77,216,130,103.2,0,4067.7,OK,Healthy,70270.2,157.2040268,2.321823476
PRD1021,WH02,2024-12-31,598,132,77,46,57,314.7,0,5441.8,OK,Healthy,70270.2,117.5086957,3.106153106
PRD1022,WH03,2024-01-31,461,115,61,51,137,100.9,0,3360.69,OK,Healthy,69758.01,151.3188937,2.412124428
PRD1022,WH03,2024-02-29,498,115,61,77,42,355.7,0,3630.42,OK,Healthy,69758.01,140.0763253,2.605722268
PRD1022,WH03,2024-03-31,536,115,61,143,119,135.1,0,3907.44,OK,Healthy,69758.01,130.145541,2.804552481
PRD1022,WH03,2024-04-30,337,115,61,50,58,174.3,0,2456.73,OK,Healthy,69758.01,206.9970623,1.763310049
PRD1022,WH03,2024-05-31,499,115,61,51,5,499,0,3637.71,OK,Healthy,69758.01,139.7956112,2.610954642
PRD1022,WH03,2024-06-30,349,115,61,112,114,91.8,0,2544.21,OK,Healthy,69758.01,199.8796848,1.826098537
PRD1022,WH03,2024-07-31,312,115,61,52,119,78.7,0,2274.48,OK,Healthy,69758.01,223.5833654,1.632500698
PRD1022,WH03,2024-08-31,277,115,61,94,54,153.9,0,2019.33,OK,Healthy,69758.01,251.8339711,1.449367607
PRD1022,WH03,2024-09-30,431,115,61,79,127,101.8,0,3141.99,OK,Healthy,69758.01,161.8515313,2.255153207
PRD1022,WH03,2024-10-31,517,115,61,69,119,130.3,0,3768.93,OK,Healthy,69758.01,134.9284526,2.705137374
PRD1022,WH03,2024-11-30,413,115,61,71,97,127.7,0,3010.77,OK,Healthy,69758.01,168.9055932,2.160970475
PRD1022,WH03,2024-12-31,276,115,61,76,2,276,0,2012.04,OK,Healthy,69758.01,252.746413,1.444135233
PRD1022,WH06,2024-01-31,706,219,110,98,7,706,0,5146.74,OK,Healthy,69758.01,98.8073796,3.694056066
PRD1022,WH06,2024-02-29,1003,219,110,181,181,166.2,0,7311.87,OK,Healthy,69758.01,69.54936191,5.248071153
PRD1022,WH06,2024-03-31,755,219,110,157,41,552.4,0,5503.95,OK,Healthy,69758.01,92.39471523,3.950442394
PRD1022,WH06,2024-04-30,875,219,110,65,58,452.6,0,6378.75,OK,Healthy,69758.01,79.72344,4.578327277
PRD1022,WH06,2024-05-31,669,219,110,80,157,127.8,0,4877.01,OK,Healthy,69758.01,104.2720628,3.500458227
PRD1022,WH06,2024-06-30,686,219,110,74,266,77.4,0,5000.94,OK,Healthy,69758.01,101.6880612,3.589408585
PRD1022,WH06,2024-07-31,498,219,110,108,170,87.9,0,3630.42,OK,Healthy,69758.01,140.0763253,2.605722268
PRD1022,WH06,2024-08-31,711,219,110,326,130,164.1,0,5183.19,OK,Healthy,69758.01,98.11253165,3.720217936
PRD1022,WH06,2024-09-30,980,219,110,201,34,864.7,0,7144.2,OK,Healthy,69758.01,71.18164286,5.127726551
PRD1022,WH06,2024-10-31,708,219,110,30,211,100.7,0,5161.32,OK,Healthy,69758.01,98.52826271,3.704520814
PRD1022,WH06,2024-11-30,712,219,110,6,60,356,0,5190.48,OK,Healthy,69758.01,97.97473315,3.72545031
PRD1022,WH06,2024-12-31,949,219,110,143,25,949,0,6918.21,OK,Healthy,69758.01,73.50685985,4.965522956
PRD1022,WH19,2024-01-31,1303,288,144,118,197,198.4,0,9498.87,OK,Healthy,69758.01,53.53646201,6.817783363
PRD1022,WH19,2024-02-29,934,288,144,253,218,128.5,0,6808.86,OK,Healthy,69758.01,74.68737687,4.887037345
PRD1022,WH19,2024-03-31,778,288,144,303,364,64.1,0,5671.62,OK,Healthy,69758.01,89.66325193,4.070786996
PRD1022,WH19,2024-04-30,1261,288,144,57,69,548.3,0,9192.69,OK,Healthy,69758.01,55.31959556,6.598023653
PRD1022,WH19,2024-05-31,869,288,144,113,179,145.6,0,6335.01,OK,Healthy,69758.01,80.27388953,4.546933033
PRD1022,WH19,2024-06-30,1261,288,144,345,412,91.8,0,9192.69,OK,Healthy,69758.01,55.31959556,6.598023653
PRD1022,WH19,2024-07-31,1478,288,144,228,293,151.3,0,10774.62,OK,Healthy,69758.01,47.19757104,7.733448818
PRD1022,WH19,2024-08-31,1303,288,144,53,410,95.3,0,9498.87,OK,Healthy,69758.01,53.53646201,6.817783363
PRD1022,WH19,2024-09-30,1453,288,144,14,5,1453,0,10592.37,OK,Healthy,69758.01,48.00964212,7.602639467
PRD1022,WH19,2024-10-31,1314,288,144,325,96,410.6,0,9579.06,OK,Healthy,69758.01,53.08828767,6.875339477
PRD1022,WH19,2024-11-30,973,288,144,100,49,595.7,0,7093.17,OK,Healthy,69758.01,71.69374101,5.091099932
PRD1022,WH19,2024-12-31,1353,288,144,203,231,175.7,0,9863.37,OK,Healthy,69758.01,51.55802661,7.079402064
PRD1023,WH16,2024-01-31,2146,394,215,624,9,2146,0,830351.78,OK,Healthy,2342474.22,1091.553691,0.33438575
PRD1023,WH16,2024-02-29,1212,394,215,404,182,199.8,0,468959.16,OK,Healthy,2342474.22,1932.734505,0.188851598
PRD1023,WH16,2024-03-31,2097,394,215,34,502,125.3,0,811392.21,OK,Healthy,2342474.22,1117.059714,0.326750661
PRD1023,WH16,2024-04-30,1430,394,215,8,584,73.5,0,553309.9,OK,Healthy,2342474.22,1638.09386,0.222819955
PRD1023,WH16,2024-05-31,1124,394,215,537,399,84.5,0,434909.32,OK,Healthy,2342474.22,2084.051797,0.175139601
PRD1023,WH16,2024-06-30,1491,394,215,460,588,76.1,0,576912.63,OK,Healthy,2342474.22,1571.075936,0.232324862
PRD1023,WH16,2024-07-31,1212,394,215,340,87,417.9,0,468959.16,OK,Healthy,2342474.22,1932.734505,0.188851598
PRD1023,WH16,2024-08-31,2067,394,215,303,206,301,0,799784.31,OK,Healthy,2342474.22,1133.272482,0.322076117
PRD1023,WH16,2024-09-30,2077,394,215,64,411,151.6,0,803653.61,OK,Healthy,2342474.22,1127.816187,0.323634298
PRD1023,WH16,2024-10-31,1904,394,215,382,515,110.9,0,736714.72,OK,Healthy,2342474.22,1230.291082,0.296677758
PRD1023,WH16,2024-11-30,1182,394,215,369,324,109.4,0,457351.26,OK,Healthy,2342474.22,1981.78868,0.184177054
PRD1023,WH16,2024-12-31,1332,394,215,505,453,88.2,0,515390.76,OK,Healthy,2342474.22,1758.614279,0.207549776
PRD1023,WH15,2024-01-31,1961,455,158,311,281,209.4,0,758769.73,OK,Healthy,2342474.22,1194.530454,0.305559393
PRD1023,WH15,2024-02-29,2087,455,158,575,124,504.9,0,807522.91,OK,Healthy,2342474.22,1122.41218,0.32519248
PRD1023,WH15,2024-03-31,994,455,158,647,385,77.5,0,384608.42,OK,Healthy,2342474.22,2356.613903,0.154883241
PRD1023,WH15,2024-04-30,1276,455,158,43,448,85.4,0,493722.68,OK,Healthy,2342474.22,1835.794843,0.19882396
PRD1023,WH15,2024-05-31,1406,455,158,89,502,84,0,544023.58,OK,Healthy,2342474.22,1666.055633,0.219080319
PRD1023,WH15,2024-06-30,1148,455,158,169,81,425.2,0,444195.64,OK,Healthy,2342474.22,2040.48277,0.178879237
PRD1023,WH15,2024-07-31,1875,455,158,363,417,134.9,0,725493.75,OK,Healthy,2342474.22,1249.319584,0.292159032
PRD1023,WH15,2024-08-31,1019,455,158,418,197,155.2,0,394281.67,OK,Healthy,2342474.22,2298.797076,0.158778695
PRD1023,WH15,2024-09-30,1132,455,158,602,438,77.5,0,438004.76,OK,Healthy,2342474.22,2069.323516,0.176386146
PRD1023,WH15,2024-10-31,1517,455,158,183,466,97.7,0,586972.81,OK,Healthy,2342474.22,1544.149123,0.236376134
PRD1023,WH15,2024-11-30,1599,455,158,609,369,130,0,618701.07,OK,Healthy,2342474.22,1464.961989,0.249153222
PRD1023,WH15,2024-12-31,2053,455,158,277,204,301.9,0,794367.29,OK,Healthy,2342474.22,1141.000594,0.319894662
PRD1023,WH06,2024-01-31,287,103,52,75,13,287,0,111048.91,OK,Healthy,2342474.22,8161.93108,0.044719809
PRD1023,WH06,2024-02-29,549,103,52,171,109,151.1,0,212424.57,OK,Healthy,2342474.22,4266.801858,0.085544164
PRD1023,WH06,2024-03-31,535,103,52,73,143,112.2,0,207007.55,OK,Healthy,2342474.22,4378.456486,0.08336271
PRD1023,WH06,2024-04-30,542,103,52,114,19,542,0,209716.06,OK,Healthy,2342474.22,4321.908155,0.084453437
PRD1023,WH06,2024-05-31,282,103,52,2,36,235,0,109114.26,OK,Healthy,2342474.22,8306.64617,0.043940718
PRD1023,WH06,2024-06-30,337,103,52,120,0,999,0,130395.41,OK,Healthy,2342474.22,6950.962077,0.052510717
PRD1023,WH06,2024-07-31,516,103,52,68,53,292.1,0,199655.88,OK,Healthy,2342474.22,4539.678721,0.080402166
PRD1023,WH06,2024-08-31,361,103,52,170,146,74.2,0,139681.73,OK,Healthy,2342474.22,6488.848255,0.056250352
PRD1023,WH06,2024-09-30,525,103,52,97,69,228.3,0,203138.25,OK,Healthy,2342474.22,4461.855657,0.081804529
PRD1023,WH06,2024-10-31,387,103,52,26,25,387,0,149741.91,OK,Healthy,2342474.22,6052.904961,0.060301624
PRD1023,WH06,2024-11-30,393,103,52,120,121,97.4,0,152063.49,OK,Healthy,2342474.22,5960.494198,0.061236533
PRD1023,WH06,2024-12-31,426,103,52,166,66,193.6,0,164832.18,OK,Healthy,2342474.22,5498.765775,0.066378532
PRD1023,WH18,2024-01-31,1230,317,146,287,18,1230,0,475923.9,OK,Healthy,2342474.22,1904.450585,0.191656325
PRD1023,WH18,2024-02-29,1357,317,146,125,417,97.6,0,525064.01,OK,Healthy,2342474.22,1726.215343,0.21144523
PRD1023,WH18,2024-03-31,1489,317,146,246,194,230.3,0,576138.77,OK,Healthy,2342474.22,1573.186179,0.232013226
PRD1023,WH18,2024-04-30,1232,317,146,87,210,176,0,476697.76,OK,Healthy,2342474.22,1901.358945,0.191967961
PRD1023,WH18,2024-05-31,1260,317,146,41,235,160.9,0,487531.8,OK,Healthy,2342474.22,1859.106524,0.196330869
PRD1023,WH18,2024-06-30,1022,317,146,324,288,106.5,0,395442.46,OK,Healthy,2342474.22,2292.049139,0.15924615
PRD1023,WH18,2024-07-31,1325,317,146,119,51,779.4,0,512682.25,OK,Healthy,2342474.22,1767.905072,0.206459049
PRD1023,WH18,2024-08-31,1420,317,146,29,421,101.2,0,549440.6,OK,Healthy,2342474.22,1649.629732,0.221261773
PRD1023,WH18,2024-09-30,1631,317,146,57,366,133.7,0,631082.83,OK,Healthy,2342474.22,1436.219632,0.254139403
PRD1023,WH18,2024-10-31,1100,317,146,23,33,1000,0,425623,OK,Healthy,2342474.22,2129.522018,0.171399965
PRD1023,WH18,2024-11-30,1220,317,146,147,380,96.3,0,472054.6,OK,Healthy,2342474.22,1920.060836,0.190098143
PRD1023,WH18,2024-12-31,1749,317,146,551,109,481.4,0,676740.57,OK,Healthy,2342474.22,1339.322024,0.272525945
PRD1023,WH09,2024-01-31,1820,638,391,900,39,1400,0,704212.6,OK,Healthy,2342474.22,1287.073747,0.283589033
PRD1023,WH09,2024-02-29,2422,638,391,307,357,203.5,0,937144.46,OK,Healthy,2342474.22,967.1652436,0.37739156
PRD1023,WH09,2024-03-31,3152,638,391,835,975,97,0,1219603.36,OK,Healthy,2342474.22,743.1707551,0.49113881
PRD1023,WH09,2024-04-30,3544,638,391,358,32,3322.5,0,1371279.92,OK,Healthy,2342474.22,660.9690237,0.552219525
PRD1023,WH09,2024-05-31,2065,638,391,292,944,65.6,0,799010.45,OK,Healthy,2342474.22,1134.370082,0.32176448
PRD1023,WH09,2024-06-30,3149,638,391,1097,833,113.4,0,1218442.57,OK,Healthy,2342474.22,743.8787615,0.490671355
PRD1023,WH09,2024-07-31,1800,638,391,474,831,65,0,696474,OK,Healthy,2342474.22,1301.374567,0.28047267
PRD1023,WH09,2024-08-31,1815,638,391,745,414,131.5,0,702277.95,OK,Healthy,2342474.22,1290.619405,0.282809943
PRD1023,WH09,2024-09-30,1953,638,391,263,992,59.1,0,755674.29,OK,Healthy,2342474.22,1199.423564,0.304312847
PRD1023,WH09,2024-10-31,2793,638,391,111,305,274.7,0,1080695.49,OK,Healthy,2342474.22,838.6946724,0.435200094
PRD1023,WH09,2024-11-30,2559,638,391,448,726,105.7,0,990153.87,OK,Healthy,2342474.22,915.3865651,0.398738647
PRD1023,WH09,2024-12-31,2352,638,391,1034,595,118.6,0,910059.36,OK,Healthy,2342474.22,995.9499235,0.366484289
PRD1023,WH13,2024-01-31,3561,595,321,709,54,1978.3,0,1377857.73,OK,Healthy,2342474.22,657.8135973,0.554868433
PRD1023,WH13,2024-02-29,1844,595,321,116,342,161.8,0,713498.92,OK,Healthy,2342474.22,1270.322245,0.287328669
PRD1023,WH13,2024-03-31,3015,595,321,562,70,1292.1,0,1166593.95,OK,Healthy,2342474.22,776.9400398,0.469791723
PRD1023,WH13,2024-04-30,2082,595,321,448,965,64.7,0,805588.26,OK,Healthy,2342474.22,1125.107695,0.324413389
PRD1023,WH13,2024-05-31,3601,595,321,138,398,271.4,0,1393334.93,OK,Healthy,2342474.22,650.5065871,0.561101159
PRD1023,WH13,2024-06-30,2919,595,321,650,538,162.8,0,1129448.67,OK,Healthy,2342474.22,802.4920247,0.454833181
PRD1023,WH13,2024-07-31,2691,595,321,950,801,100.8,0,1041228.63,OK,Healthy,2342474.22,870.48466,0.419306642
PRD1023,WH13,2024-08-31,3154,595,321,243,154,614.4,0,1220377.22,OK,Healthy,2342474.22,742.699499,0.491450446
PRD1023,WH13,2024-09-30,3123,595,321,95,362,258.8,0,1208382.39,OK,Healthy,2342474.22,750.0717963,0.486620083
PRD1023,WH13,2024-10-31,2798,595,321,109,112,749.5,0,1082630.14,OK,Healthy,2342474.22,837.1959328,0.435979184
PRD1023,WH13,2024-11-30,1829,595,321,266,150,365.8,0,707694.97,OK,Healthy,2342474.22,1280.740416,0.284991397
PRD1023,WH13,2024-12-31,1806,595,321,418,900,60.2,0,698795.58,OK,Healthy,2342474.22,1297.051063,0.281407579
PRD1023,WH04,2024-01-31,725,182,73,247,41,530.5,0,280524.25,OK,Healthy,2342474.22,3230.998924,0.112968159
PRD1023,WH04,2024-02-29,702,182,73,116,77,273.5,0,271624.86,OK,Healthy,2342474.22,3336.857863,0.109384341
PRD1023,WH04,2024-03-31,878,182,73,11,31,849.7,0,339724.54,OK,Healthy,2342474.22,2667.966082,0.136808336
PRD1023,WH04,2024-04-30,865,182,73,158,196,132.4,0,334694.45,OK,Healthy,2342474.22,2708.062682,0.1347827
PRD1023,WH04,2024-05-31,866,182,73,197,60,433,0,335081.38,OK,Healthy,2342474.22,2704.935589,0.134938518
PRD1023,WH04,2024-06-30,878,182,73,71,205,128.5,0,339724.54,OK,Healthy,2342474.22,2667.966082,0.136808336
PRD1023,WH04,2024-07-31,694,182,73,124,38,547.9,0,268529.42,OK,Healthy,2342474.22,3375.323084,0.108137796
PRD1023,WH04,2024-08-31,844,182,73,36,187,135.4,0,326568.92,OK,Healthy,2342474.22,2775.443389,0.131510519
PRD1023,WH04,2024-09-30,951,182,73,201,243,117.4,0,367970.43,OK,Healthy,2342474.22,2463.169527,0.148183061
PRD1023,WH04,2024-10-31,611,182,73,51,241,76.1,0,236414.23,OK,Healthy,2342474.22,3833.836694,0.09520489
PRD1023,WH04,2024-11-30,510,182,73,36,212,72.2,0,197334.3,OK,Healthy,2342474.22,4593.086706,0.079467257
PRD1023,WH04,2024-12-31,969,182,73,66,213,136.5,0,374935.17,OK,Healthy,2342474.22,2417.414056,0.150987788
PRD1023,WH01,2024-01-31,2906,663,287,571,133,655.5,0,1124418.58,OK,Healthy,2342474.22,806.0819752,0.452807545
PRD1023,WH01,2024-02-29,2305,663,287,838,80,864.4,0,891873.65,OK,Healthy,2342474.22,1016.257796,0.359160836
PRD1023,WH01,2024-03-31,2254,663,287,277,363,186.3,0,872140.22,OK,Healthy,2342474.22,1039.252094,0.351214111
PRD1023,WH01,2024-04-30,1695,663,287,665,394,129.1,0,655846.35,OK,Healthy,2342474.22,1381.99069,0.264111765
PRD1023,WH01,2024-05-31,1553,663,287,477,752,62,0,600902.29,OK,Healthy,2342474.22,1508.354295,0.241985587
PRD1023,WH01,2024-06-30,2463,663,287,288,733,100.8,0,953008.59,OK,Healthy,2342474.22,951.0654568,0.383780104
PRD1023,WH01,2024-07-31,1997,663,287,462,335,178.8,0,772699.21,OK,Healthy,2342474.22,1172.996605,0.311168846
PRD1023,WH01,2024-08-31,1832,663,287,36,172,319.5,0,708855.76,OK,Healthy,2342474.22,1278.643133,0.285458851
PRD1023,WH01,2024-09-30,2497,663,287,415,125,599.3,0,966164.21,OK,Healthy,2342474.22,938.1154265,0.389077921
PRD1023,WH01,2024-10-31,2081,663,287,675,366,170.6,0,805201.33,OK,Healthy,2342474.22,1125.648352,0.324257571
PRD1023,WH01,2024-11-30,1789,663,287,533,427,125.7,0,692217.77,OK,Healthy,2342474.22,1309.376311,0.278758671
PRD1023,WH01,2024-12-31,1818,663,287,110,565,96.5,0,703438.74,OK,Healthy,2342474.22,1288.48967,0.283277397
PRD1024,WH15,2024-01-31,3286,671,269,773,73,1350.4,0,1902298.26,OK,Healthy,4030950.33,1226.7043,0.297545219
PRD1024,WH15,2024-02-29,2843,671,269,488,312,273.4,0,1645841.13,OK,Healthy,4030950.33,1417.850978,0.25743185
PRD1024,WH15,2024-03-31,3484,671,269,919,70,1493.1,0,2016922.44,OK,Healthy,4030950.33,1156.989188,0.315473994
PRD1024,WH15,2024-04-30,3362,671,269,1018,411,245.4,0,1946295.42,OK,Healthy,4030950.33,1198.973923,0.304426971
PRD1024,WH15,2024-05-31,3301,671,269,191,675,146.7,0,1910981.91,OK,Healthy,4030950.33,1221.130061,0.29890346
PRD1024,WH15,2024-06-30,2045,671,269,399,878,69.9,0,1183870.95,OK,Healthy,4030950.33,1971.124856,0.185173455
PRD1024,WH15,2024-07-31,2848,671,269,927,923,92.6,0,1648735.68,OK,Healthy,4030950.33,1415.361773,0.257884597
PRD1024,WH15,2024-08-31,3275,671,269,848,890,110.4,0,1895930.25,OK,Healthy,4030950.33,1230.824528,0.296549176
PRD1024,WH15,2024-09-30,2003,671,269,951,853,70.4,0,1159556.73,OK,Healthy,4030950.33,2012.45648,0.181370382
PRD1024,WH15,2024-10-31,3491,671,269,603,907,115.5,0,2020974.81,OK,Healthy,4030950.33,1154.669244,0.31610784
PRD1024,WH15,2024-11-30,3506,671,269,514,814,129.2,0,2029658.46,OK,Healthy,4030950.33,1149.72913,0.31746608
PRD1024,WH15,2024-12-31,2622,671,269,731,941,83.6,0,1517902.02,OK,Healthy,4030950.33,1537.357105,0.23742044
PRD1024,WH02,2024-01-31,1733,695,351,980,222,234.2,0,1003251.03,OK,Healthy,4030950.33,2325.995574,0.156922053
PRD1024,WH02,2024-02-29,3028,695,351,904,569,159.6,0,1752939.48,OK,Healthy,4030950.33,1331.22534,0.274183483
PRD1024,WH02,2024-03-31,1996,695,351,872,675,88.7,0,1155504.36,OK,Healthy,4030950.33,2019.514193,0.180736536
PRD1024,WH02,2024-04-30,3108,695,351,344,415,224.7,0,1799252.28,OK,Healthy,4030950.33,1296.959566,0.281427432
PRD1024,WH02,2024-05-31,2074,695,351,720,707,88,0,1200659.34,OK,Healthy,4030950.33,1943.563322,0.187799387
PRD1024,WH02,2024-06-30,2019,695,351,247,878,69,0,1168819.29,OK,Healthy,4030950.33,1996.508336,0.182819172
PRD1024,WH02,2024-07-31,3100,695,351,251,490,189.8,0,1794621,OK,Healthy,4030950.33,1300.306558,0.280703037
PRD1024,WH02,2024-08-31,2934,695,351,799,199,442.3,0,1698521.94,OK,Healthy,4030950.33,1373.875368,0.265671842
PRD1024,WH02,2024-09-30,2039,695,351,168,70,873.9,0,1180397.49,OK,Healthy,4030950.33,1976.925125,0.184630159
PRD1024,WH02,2024-10-31,2239,695,351,995,611,109.9,0,1296179.49,OK,Healthy,4030950.33,1800.335118,0.202740032
PRD1024,WH02,2024-11-30,3176,695,351,353,657,145,0,1838618.16,OK,Healthy,4030950.33,1269.19091,0.287584789
PRD1024,WH02,2024-12-31,2647,695,351,446,724,109.7,0,1532374.77,OK,Healthy,4030950.33,1522.837299,0.239684174
PRD1024,WH10,2024-01-31,1589,589,312,512,520,91.7,0,919887.99,OK,Healthy,4030950.33,2536.784349,0.143882944
PRD1024,WH10,2024-02-29,2494,589,312,239,280,267.2,0,1443801.54,OK,Healthy,4030950.33,1616.259154,0.225830121
PRD1024,WH10,2024-03-31,2337,589,312,18,686,102.2,0,1352912.67,OK,Healthy,4030950.33,1724.839679,0.21161387
PRD1024,WH10,2024-04-30,2282,589,312,186,675,101.4,0,1321072.62,OK,Healthy,4030950.33,1766.411188,0.206633655
PRD1024,WH10,2024-05-31,1987,589,312,641,381,156.5,0,1150294.17,OK,Healthy,4030950.33,2028.661465,0.179921592
PRD1024,WH10,2024-06-30,1880,589,312,516,395,142.8,0,1088350.8,OK,Healthy,4030950.33,2144.122516,0.17023281
PRD1024,WH10,2024-07-31,2809,589,312,167,418,201.6,0,1626158.19,OK,Healthy,4030950.33,1435.012577,0.254353171
PRD1024,WH10,2024-08-31,2141,589,312,216,544,118.1,0,1239446.31,OK,Healthy,4030950.33,1882.741864,0.193866194
PRD1024,WH10,2024-09-30,2462,589,312,29,528,139.9,0,1425276.42,OK,Healthy,4030950.33,1637.266584,0.222932541
PRD1024,WH10,2024-10-31,1534,589,312,827,389,118.3,0,888047.94,OK,Healthy,4030950.33,2627.738155,0.138902729
PRD1024,WH10,2024-11-30,1880,589,312,623,168,335.7,0,1088350.8,OK,Healthy,4030950.33,2144.122516,0.17023281
PRD1024,WH10,2024-12-31,3079,589,312,467,242,381.7,0,1782463.89,OK,Healthy,4030950.33,1309.175164,0.2788015
PRD1024,WH14,2024-01-31,699,194,85,58,3,699,0,404658.09,OK,Healthy,4030950.33,5766.73867,0.063294007
PRD1024,WH14,2024-02-29,442,194,85,269,116,114.3,0,255878.22,OK,Healthy,4030950.33,9119.797127,0.04002282
PRD1024,WH14,2024-03-31,649,194,85,121,121,160.9,0,375712.59,OK,Healthy,4030950.33,6211.017458,0.058766539
PRD1024,WH14,2024-04-30,913,194,85,230,201,136.3,0,528544.83,OK,Healthy,4030950.33,4415.060602,0.082671572
PRD1024,WH14,2024-05-31,633,194,85,152,44,431.6,0,366450.03,OK,Healthy,4030950.33,6368.01,0.057317749
PRD1024,WH14,2024-06-30,672,194,85,150,79,255.2,0,389027.52,OK,Healthy,4030950.33,5998.437991,0.060849174
PRD1024,WH14,2024-07-31,891,194,85,125,207,129.1,0,515808.81,OK,Healthy,4030950.33,4524.074444,0.080679486
PRD1024,WH14,2024-08-31,491,194,85,163,225,65.5,0,284244.81,OK,Healthy,4030950.33,8209.674807,0.044459739
PRD1024,WH14,2024-09-30,599,194,85,218,253,71,0,346767.09,OK,Healthy,4030950.33,6729.466327,0.054239071
PRD1024,WH14,2024-10-31,628,194,85,153,131,143.8,0,363555.48,OK,Healthy,4030950.33,6418.710717,0.056865002
PRD1024,WH14,2024-11-30,461,194,85,1,123,112.4,0,266877.51,OK,Healthy,4030950.33,8743.926963,0.041743258
PRD1024,WH14,2024-12-31,682,194,85,257,146,140.1,0,394816.62,OK,Healthy,4030950.33,5910.484355,0.061754668
